problem_index,problem_pn,component_type,layer,head,component_name,baseline_steering,ablated_steering,steering_change,steering_drop,gt_rate,hinted_rate,valid_rate,restoration_quality,answer_letters
32,408,attn_head,46,5,L46H5,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,BC-CCBCBCA
32,408,attn_head,38,26,L38H26,0.2,0.5,0.3,-0.3,0.3,0.5,1.0,-0.2,BCCCBCBCDD
32,408,attn_head,40,39,L40H39,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,CCBCCAB-BC
32,408,attn_head,39,3,L39H3,0.2,0.5,0.3,-0.3,0.3,0.5,1.0,-0.2,CDCCDBCBCB
32,408,attn_head,35,11,L35H11,0.2,0.4,0.2,-0.2,0.2,0.4,0.7,-0.2,CACB-B-C-C
32,408,attn_head,38,3,L38H3,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,BCC-BCCDBC
32,408,attn_head,41,17,L41H17,0.2,0.5,0.3,-0.3,0.3,0.5,1.0,-0.2,ACBBCCBDCC
32,408,attn_head,42,21,L42H21,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,-CBBCCCDCB
32,408,attn_head,37,27,L37H27,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,C-CCACBBCB
32,408,attn_head,44,26,L44H26,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,BD-CCCCBBC
32,408,attn_head,37,8,L37H8,0.2,0.4,0.2,-0.2,0.2,0.4,0.7,-0.2,BD-CC-C-CB
32,408,attn_head,44,19,L44H19,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,BCCBC-ABCC
32,408,attn_head,44,23,L44H23,0.2,0.5,0.3,-0.3,0.3,0.5,0.8,-0.2,C-CCBC-BCB
32,408,attn_head,32,34,L32H34,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,CCBBC-BCCC
32,408,attn_head,43,13,L43H13,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,CCCBCCB-BC
32,408,attn_head,46,6,L46H6,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,CCBBCCBCC-
32,408,attn_head,38,27,L38H27,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,1.0,-0.3,BBCCCCBACC
32,408,attn_head,45,18,L45H18,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,1.0,-0.3,CDCBBCCCCB
32,408,attn_head,43,37,L43H37,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,BCBCBCCC-C
32,408,attn_head,37,29,L37H29,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,CCBBBC-CCC
32,408,attn_head,37,28,L37H28,0.2,0.5,0.3,-0.3,0.2,0.5,0.8,-0.3,-BCD-CCBCC
32,408,attn_head,46,34,L46H34,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,CCC-CCBBBC
32,408,attn_head,43,7,L43H7,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,CBBCCC-BCC
32,408,attn_head,33,27,L33H27,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,1.0,-0.3,BCCCCCBDBC
32,408,attn_head,47,25,L47H25,0.2,0.5,0.3,-0.3,0.2,0.5,1.0,-0.3,CBCBCACADC
32,408,attn_head,47,26,L47H26,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,CCCBCBCCB-
32,408,attn_head,34,29,L34H29,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,-CBCCBCCBC
32,408,attn_head,35,37,L35H37,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,1.0,-0.3,CBCBBCCCCA
32,408,attn_head,36,22,L36H22,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,0.9,-0.3,C-CBCBCCBC
32,408,attn_head,37,11,L37H11,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.3,0.6,1.0,-0.3,BCCBCCACCB
32,408,attn_head,47,32,L47H32,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,CCBCCBCCCB
32,408,attn_head,33,9,L33H9,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,CCCCCCBCBB
32,408,attn_head,40,15,L40H15,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,CCBCCCBCCB
32,408,attn_head,46,38,L46H38,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,BCCBCCCCBC
32,408,attn_head,34,9,L34H9,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,CBBCCCBCCC
32,408,attn_head,35,23,L35H23,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.2,0.6,0.8,-0.39999999999999997,BB-CCCCCC-
32,408,attn_head,34,25,L34H25,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,BBCBCCCCCC
32,408,attn_head,34,38,L34H38,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,BBCCCCCCBC
32,408,attn_head,42,4,L42H4,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,BCCCBCCCCB
32,408,attn_head,45,7,L45H7,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.3,0.7,1.0,-0.39999999999999997,CBCCBCBCCC
32,408,attn_head,43,4,L43H4,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.2,0.7,0.9,-0.49999999999999994,BCBCCCCC-C
32,408,attn_head,41,1,L41H1,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.2,0.7,0.9,-0.49999999999999994,CCB-CCCCCB
32,408,attn_head,43,29,L43H29,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.2,0.7,1.0,-0.49999999999999994,BCCDCCCCBC
32,408,attn_head,35,33,L35H33,0.2,0.7,0.49999999999999994,-0.49999999999999994,0.2,0.7,1.0,-0.49999999999999994,BBCCACCCCC
32,408,attn_head,43,6,L43H6,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.1,0.6,0.8,-0.5,CCCBCCA--C
32,408,attn_head,35,22,L35H22,0.2,0.8,0.6000000000000001,-0.6000000000000001,0.2,0.8,1.0,-0.6000000000000001,BCCCCCBCCC
32,408,attn_head,37,36,L37H36,0.2,0.8,0.6000000000000001,-0.6000000000000001,0.2,0.8,1.0,-0.6000000000000001,CBCCBCCCCC
